database,pathway,genes
BIOCARTA,BIOCARTA_RACCYCD_PATHWAY,"['MAPK3', 'CDK2', 'HRAS', 'IKBKG', 'TFDP1', 'NFKBIA', 'CDK4', 'CDK6', 'PIK3R1', 'RAF1', 'CHUK', 'CDKN1B', 'CCNE1', 'RHOA', 'CDKN1A', 'RB1', 'RAC1', 'MAPK1', 'PAK1', 'RELA', 'CCND1', 'AKT1', 'PIK3CA', 'IKBKB', 'NFKB1', 'E2F1']"
BIOCARTA,BIOCARTA_GLEEVEC_PATHWAY,"['MAPK3', 'CRKL', 'PIK3CG', 'HRAS', 'PIK3R1', 'MAPK8', 'MAP2K1', 'RAF1', 'MYC', 'BAD', 'STAT5A', 'GRB2', 'MAP2K4', 'BCR', 'AKT1', 'PIK3CA', 'STAT5B', 'MAP3K1', 'JAK2', 'JUN', 'SOS1', 'FOS', 'STAT1']"
BIOCARTA,BIOCARTA_INSULIN_PATHWAY,"['MAPK3', 'PIK3CG', 'HRAS', 'PIK3R1', 'MAPK8', 'MAP2K1', 'RAF1', 'ELK1', 'SLC2A4', 'SHC1', 'GRB2', 'INSR', 'IRS1', 'PTPN11', 'SRF', 'PIK3CA', 'CSNK2A1', 'RASA1', 'JUN', 'SOS1', 'FOS']"
BIOCARTA,BIOCARTA_INTEGRIN_PATHWAY,"['MAPK3', 'ACTA1', 'CRKL', 'HRAS', 'CAV1', 'CSK', 'RAPGEF1', 'MAPK8', 'MAP2K1', 'RAF1', 'RAP1A', 'RHOA', 'ROCK1', 'FYN', 'MAPK1', 'SHC1', 'GRB2', 'PPP1R12B', 'MAP2K2', 'TLN1', 'TNS1', 'BCAR1', 'ZYX', 'ACTN2', 'CAPN1', 'ACTN1', 'CAPNS1', 'BCR', 'ITGB1', 'VCL', 'ACTN3', 'CAPNS2', 'JUN', 'SOS1']"
BIOCARTA,BIOCARTA_INTRINSIC_PATHWAY,"['F12', 'F11', 'COL4A1', 'F5', 'PROS1', 'SERPINC1', 'KNG1', 'COL4A6', 'PROC', 'KLKB1', 'FGB', 'FGA', 'F10', 'COL4A5', 'SERPING1', 'F2R', 'COL4A2', 'F9', 'COL4A3', 'COL4A4', 'F8', 'F2', 'FGG']"
BIOCARTA,BIOCARTA_KERATINOCYTE_PATHWAY,"['MAPK3', 'FASLG', 'HRAS', 'NFKBIA', 'PPP2CA', 'MAPK8', 'MAP2K1', 'BCL2', 'PRKCD', 'RAF1', 'MAPK13', 'MAP3K5', 'CHUK', 'TNF', 'FAS', 'TNFRSF1B', 'TNFRSF1A', 'PRKCH', 'DAXX', 'ETS1', 'MAP3K14', 'EGF', 'MAPK1', 'PRKCB', 'MAP2K6', 'MAPK14', 'EGFR', 'PRKCQ', 'RELA', 'MAP2K3', 'MAP2K4', 'RIPK1', 'TRAF2', 'PRKCA', 'MAP2K7', 'PRKCE', 'IKBKB', 'HOXA7', 'NFKB1', 'SP1', 'PRKCG', 'ETS2', 'MAP3K1', 'JUN', 'FOS', 'CEBPA']"
BIOCARTA,BIOCARTA_TCRA_PATHWAY,"['CD3G', 'CD3E', 'CD247', 'ZAP70', 'FYN', 'LCK', 'CD3D', 'HLA-DRA', 'HLA-DRB5', 'CD4', 'PTPRC', 'HLA-DRB1', 'HLA-DRB4', 'HLA-DRB3']"
BIOCARTA,BIOCARTA_LECTIN_PATHWAY,"['C7', 'MASP1', 'C8A', 'C2', 'C6', 'C5', 'MBL2', 'C3', 'C4B_2', 'C4A', 'C9', 'MASP2', 'C4B']"
BIOCARTA,BIOCARTA_PYK2_PATHWAY,"['MAPK3', 'CRKL', 'HRAS', 'MAPK8', 'MAP2K1', 'RAF1', 'PLCG1', 'GNAQ', 'CALM1', 'RAC1', 'MAPK1', 'SHC1', 'PAK1', 'GRB2', 'PRKCB', 'MAP2K2', 'CALM2', 'BCAR1', 'MAPK14', 'PTK2B', 'MAP2K3', 'MAP2K4', 'CALM3', 'PRKCA', 'MAP3K1', 'JUN', 'SOS1']"
BIOCARTA,BIOCARTA_MAPK_PATHWAY,"['MAPK3', 'MAP3K3', 'HRAS', 'MAPK11', 'NFKBIA', 'MAP4K1', 'RPS6KA4', 'MAP2K5', 'MAPK10', 'MAP4K5', 'TGFB2', 'MAPK8', 'MAP2K1', 'MAP3K2', 'RPS6KA1', 'MAPK7', 'RAF1', 'MAPK13', 'ELK1', 'MAP3K5', 'MAP3K6', 'CHUK', 'MYC', 'MAPKAPK3', 'MAX', 'DAXX', 'MKNK1', 'MAP3K4', 'MAP3K14', 'MAPK6', 'RAC1', 'MAPKAPK5', 'MAP4K4', 'MAPK1', 'MAP3K8', 'MAPK12', 'MAPK4', 'SHC1', 'PAK1', 'GRB2', 'RPS6KA3', 'MAP3K9', 'TRADD', 'RPS6KB1', 'MAP2K6', 'MAP2K2', 'MAP3K10', 'MAPK9', 'MAPK14', 'TGFBR1', 'MAP3K11', 'RELA', 'RPS6KA5', 'MAP2K3', 'MAP2K4', 'MKNK2', 'CREB1', 'PAK2', 'RIPK1', 'TRAF2', 'MAP2K7', 'MAP4K2', 'RPS6KB2', 'MAP3K13', 'TGFB3', 'ATF2', 'MAP3K7', 'IKBKB', 'NFKB1', 'SP1', 'MAPKAPK2', 'TGFB1', 'MAP3K1', 'RPS6KA2', 'MAP4K3', 'JUN', 'MAP3K12', 'FOS', 'RAPGEF2', 'CEBPA', 'STAT1']"
BIOCARTA,BIOCARTA_MCALPAIN_PATHWAY,"['ACTA1', 'HRAS', 'MYL2', 'PRKACG', 'CXCR3', 'PRKAR1A', 'CAPN2', 'EGF', 'PRKAR2B', 'TLN1', 'EZR', 'PRKACB', 'EGFR', 'CAPN1', 'CAPNS1', 'PRKAR1B', 'PRKAR2A', 'ITGB1', 'CAPNS2']"
BIOCARTA,BIOCARTA_PPARA_PATHWAY,"['MAPK3', 'ME1', 'PIK3CG', 'NFKBIA', 'CITED2', 'APOA1', 'PPARA', 'PIK3R1', 'NCOR2', 'NRIP1', 'PRKACG', 'DUSP1', 'LPL', 'PTGS2', 'MYC', 'APOA2', 'TNF', 'HSPA1A', 'PRKAR1A', 'FABP1', 'HSD17B4', 'RB1', 'MRPL11', 'NR0B2', 'EHHADH', 'MAPK1', 'PRKAR2B', 'STAT5A', 'NR1H3', 'CREBBP', 'PRKCB', 'NCOR1', 'ACOX1', 'PRKACB', 'RELA', 'EP300', 'PRKAR1B', 'HSP90AA1', 'PPARGC1A', 'DUT', 'PRKCA', 'PDGFA', 'PIK3CA', 'RXRA', 'STAT5B', 'NCOA1', 'SP1', 'PRKAR2A', 'MED1', 'SRA1', 'JUN', 'NOS2']"
BIOCARTA,BIOCARTA_ETS_PATHWAY,"['HDAC2', 'SIN3B', 'HRAS', 'ETV3', 'E2F4', 'NCOR2', 'CSF1', 'RBL1', 'ETS1', 'HDAC5', 'SIN3A', 'CSF1R', 'DDX20', 'ETS2', 'E2F1', 'JUN', 'FOS']"
BIOCARTA,BIOCARTA_MTOR_PATHWAY,"['TSC2', 'PPP2CA', 'EIF4A1', 'PIK3R1', 'EIF4G2', 'EIF4E', 'PDK2', 'SHLD2P3', 'MTOR', 'TSC1', 'MKNK1', 'EIF4EBP1', 'EIF4G1', 'PDPK1', 'RPS6KB1', 'EIF4G3', 'PTEN', 'EIF4A2', 'EIF3A', 'AKT1', 'PIK3CA', 'RHEB']"
BIOCARTA,BIOCARTA_IGF1R_PATHWAY,"['MAPK3', 'HRAS', 'PIK3R1', 'MAP2K1', 'RPS6KA1', 'PRKACG', 'RAF1', 'ADCY1', 'YWHAH', 'PRKAR1A', 'BAD', 'MAPK1', 'PRKAR2B', 'SHC1', 'GRB2', 'IRS1', 'PRKACB', 'PRKAR1B', 'AKT1', 'PIK3CA', 'PRKAR2A', 'IGF1R', 'SOS1']"
BIOCARTA,BIOCARTA_PITX2_PATHWAY,"['HDAC1', 'FZD1', 'APC', 'TRRAP', 'WNT1', 'KAT5', 'GSK3B', 'LDB1', 'CREBBP', 'CTNNB1', 'EP300', 'AXIN1', 'PITX2', 'MED1', 'DVL1', 'LEF1']"
BIOCARTA,BIOCARTA_NGF_PATHWAY,"['MAPK3', 'NGF', 'PIK3CG', 'HRAS', 'DPM2', 'PIK3R1', 'MAPK8', 'MAP2K1', 'RAF1', 'ELK1', 'PLCG1', 'NGFR', 'SHC1', 'GRB2', 'KLK2', 'PIK3CA', 'CSNK2A1', 'JUN', 'SOS1', 'FOS']"
BIOCARTA,BIOCARTA_VIP_PATHWAY,"['EGR2', 'VIP', 'NFKBIA', 'PRKACG', 'CHUK', 'MYC', 'PLCG1', 'GNAQ', 'PRKAR1A', 'CALM1', 'NFATC2', 'PRKAR2B', 'PPP3CA', 'CALM2', 'PRKACB', 'PPP3CB', 'RELA', 'CALM3', 'PRKAR1B', 'NFATC1', 'EGR3', 'VIPR2', 'NFKB1', 'PRKAR2A', 'MAP3K1', 'PPP3CC']"
BIOCARTA,BIOCARTA_NFAT_PATHWAY,"['HBEGF', 'MAPK3', 'ACTA1', 'AGT', 'PIK3CG', 'HRAS', 'NKX2-5', 'NPPA', 'NFATC4', 'ELSPBP1', 'PIK3R1', 'MAPK8', 'MAP2K1', 'HAND1', 'PRKACG', 'RAF1', 'IGF1', 'CAMK1G', 'GATA4', 'PRKAR1A', 'CALM1', 'FGF2', 'NFATC2', 'HAND2', 'MAPK1', 'PRKAR2B', 'CAMK1', 'PPP3CA', 'NFATC3', 'GSK3B', 'CREBBP', 'RPS6KB1', 'CALM2', 'CTF1', 'MAPK14', 'PRKACB', 'PPP3CB', 'EDN1', 'CALR', 'CALM3', 'PRKAR1B', 'AKT1', 'CSNK1A1', 'NFATC1', 'PIK3CA', 'CAMK4', 'PRKAR2A', 'MEF2C', 'F2', 'MYH2', 'PPP3CC']"
BIOCARTA,BIOCARTA_NTHI_PATHWAY,"['CXCL8', 'MAPK11', 'SMAD4', 'NFKBIA', 'TGFBR2', 'MYD88', 'NR3C1', 'IL1B', 'DUSP1', 'CHUK', 'TNF', 'MAP3K14', 'CREBBP', 'MAP2K6', 'MAPK14', 'TGFBR1', 'RELA', 'MAP2K3', 'EP300', 'MAP3K7', 'IKBKB', 'NFKB1', 'SMAD3']"
BIOCARTA,BIOCARTA_NFKB_PATHWAY,"['IL1A', 'IKBKG', 'NFKBIA', 'MYD88', 'FADD', 'CHUK', 'TNFAIP3', 'TNF', 'TNFRSF1B', 'TNFRSF1A', 'MAP3K14', 'TRAF6', 'TRADD', 'RELA', 'TAB1', 'RIPK1', 'MAP3K7', 'IKBKB', 'NFKB1', 'MAP3K1', 'IL1R1']"
BIOCARTA,BIOCARTA_NOS1_PATHWAY,"['PRKACG', 'PRKAR1A', 'CALM1', 'GRIN2A', 'PRKAR2B', 'PPP3CA', 'GRIN2C', 'GRIN2D', 'PRKCB', 'DLG4', 'CALM2', 'PRKACB', 'PPP3CB', 'CALM3', 'PRKAR1B', 'PRKCA', 'GRIN1', 'PRKAR2A', 'NOS1', 'GRIN2B', 'PPP3CC']"
BIOCARTA,BIOCARTA_NO2IL12_PATHWAY,"['IFNG', 'CD3G', 'CD3E', 'TYK2', 'STAT4', 'CD247', 'CXCR3', 'CCR5', 'IL12RB2', 'CD3D', 'CD2', 'IL12RB1', 'CD4', 'JAK2', 'NOS2']"
BIOCARTA,BIOCARTA_ARENRF2_PATHWAY,"['CRYZ', 'GSTA2', 'MAPK8', 'NFE2L2', 'MAFG', 'HMOX2', 'POR', 'MAPK1', 'PRKCB', 'KEAP1', 'MAPK14', 'CREB1', 'HMOX1', 'MAFF', 'MAFK', 'PRKCA', 'AKR7A2', 'JUN', 'FOS', 'FXYD2']"
BIOCARTA,BIOCARTA_P38MAPK_PATHWAY,"['HRAS', 'TGFB2', 'ELK1', 'MAP3K5', 'MYC', 'MAX', 'DAXX', 'HMGN1', 'MKNK1', 'RAC1', 'MAPKAPK5', 'SHC1', 'GRB2', 'MAP3K9', 'TRADD', 'MAP2K6', 'CDC42', 'MAPK14', 'TGFBR1', 'PLA2G4A', 'DDIT3', 'RPS6KA5', 'MAP2K4', 'CREB1', 'RIPK1', 'HSPB1', 'TRAF2', 'TGFB3', 'ATF2', 'MAP3K7', 'MAPKAPK2', 'TGFB1', 'MAP3K1', 'HSPB2', 'RAPGEF2', 'STAT1']"
BIOCARTA,BIOCARTA_P53_PATHWAY,"['CDK2', 'GADD45A', 'CDK4', 'PCNA', 'BCL2', 'CCNE1', 'ATM', 'CDKN1A', 'RB1', 'TP53', 'MDM2', 'CCND1', 'APAF1', 'BAX', 'TIMP3', 'E2F1']"
BIOCARTA,BIOCARTA_PDGF_PATHWAY,"['MAPK3', 'PIK3CG', 'HRAS', 'PDGFRA', 'PIK3R1', 'MAPK8', 'MAP2K1', 'RAF1', 'ELK1', 'JAK1', 'PLCG1', 'SHC1', 'STAT5A', 'GRB2', 'PRKCB', 'STAT3', 'MAP2K4', 'SRF', 'PRKCA', 'PDGFA', 'PIK3CA', 'CSNK2A1', 'MAP3K1', 'RASA1', 'JUN', 'SOS1', 'FOS', 'STAT1']"
BIOCARTA,BIOCARTA_CCR5_PATHWAY,"['CCL4', 'MAPK8', 'PLCG1', 'GNAQ', 'CALM1', 'CCL2', 'CCR5', 'PRKCB', 'CALM2', 'MAPK14', 'PTK2B', 'CALM3', 'CXCL12', 'PRKCA', 'CXCR4', 'JUN', 'FOS']"
BIOCARTA,BIOCARTA_PTDINS_PATHWAY,"['PFKP', 'PFKM', 'BTK', 'PFKL', 'PLCG1', 'ARF1', 'VAV2', 'BAD', 'RAC1', 'GSK3B', 'PDPK1', 'RPS6KB1', 'GSK3A', 'AP2A1', 'RAB5A', 'LYN', 'PRKCZ', 'AP2M1', 'AKT1', 'EEA1', 'PRKCE', 'JAG1', 'ARHGEF2']"
BIOCARTA,BIOCARTA_PLCE_PATHWAY,"['ADRB2', 'RAP2B', 'PRKACG', 'PTGER1', 'ADCY1', 'PRKAR1A', 'PRKAR2B', 'PRKACB', 'PRKAR1B', 'PRKAR2A', 'PLCE1']"
BIOCARTA,BIOCARTA_EDG1_PATHWAY,"['MAPK3', 'PIK3CG', 'SMPD2', 'SPHK1', 'PDGFRA', 'PIK3R1', 'S1PR1', 'ADCY1', 'ITGB3', 'RHOA', 'RAC1', 'PLCB1', 'MAPK1', 'SPHKAP', 'ITGAV', 'PRKCB', 'SMPD1', 'AKT1', 'ASAH1', 'PRKCA', 'PDGFA', 'PIK3CA']"
BIOCARTA,BIOCARTA_CDK5_PATHWAY,"['MAPK3', 'NGF', 'HRAS', 'DPM2', 'MAP2K1', 'RAF1', 'EGR1', 'NGFR', 'MAPK1', 'MAP2K2', 'CDK5R1', 'KLK2', 'CDK5']"
BIOCARTA,BIOCARTA_MYOSIN_PATHWAY,"['GNAQ', 'ROCK1', 'PLCB1', 'PPP1R12B', 'PRKCB', 'PKN1', 'GNA12', 'GNA13', 'PRKCA', 'ARHGAP5', 'ARHGEF1']"
BIOCARTA,BIOCARTA_PLATELETAPP_PATHWAY,"['F11', 'COL4A1', 'PLAU', 'PLG', 'COL4A6', 'COL4A5', 'SERPINE1', 'APP', 'PLAT', 'COL4A2', 'F9', 'COL4A3', 'COL4A4', 'F2']"
BIOCARTA,BIOCARTA_PS1_PATHWAY,"['PSEN1', 'FZD1', 'APC', 'WNT1', 'DLL1', 'ADAM17', 'GSK3B', 'CTNNB1', 'RBPJ', 'NOTCH1', 'AXIN1', 'BTRC', 'HNF1A', 'DVL1']"
BIOCARTA,BIOCARTA_AKAPCENTROSOME_PATHWAY,"['PPP2CA', 'PRKACG', 'RHOA', 'NUP85', 'MAP2', 'PRKAR2B', 'PKN1', 'PCNT', 'PRKACB', 'PRKAG1', 'PRKCE', 'PRKAR2A', 'AKAP9', 'CDK1']"
BIOCARTA,BIOCARTA_PTEN_PATHWAY,"['MAPK3', 'FASLG', 'PIK3R1', 'FOXO3', 'CDKN1B', 'PDK2', 'MAPK1', 'SHC1', 'GRB2', 'PDPK1', 'BCAR1', 'EGFR', 'PTEN', 'AKT1', 'PIK3CA', 'ITGB1', 'ILK', 'SOS1']"
BIOCARTA,BIOCARTA_RAB_PATHWAY,"['ACTA1', 'RAB7A', 'RAB3A', 'RAB4A', 'RAB1A', 'RAB11A', 'RAB2A', 'RAB5A', 'RAB9A', 'RAB6A', 'RAB6C', 'RAB8A', 'RAB27A']"
BIOCARTA,BIOCARTA_RAC1_PATHWAY,"['PIK3CG', 'PDGFRA', 'ARFIP2', 'MYL2', 'WASF1', 'VAV1', 'TRIO', 'PIK3R1', 'CHN1', 'PLD1', 'RAC1', 'PAK1', 'PPP1R12B', 'RPS6KB1', 'CDK5R1', 'RALBP1', 'PIK3CA', 'NCF2', 'LIMK1', 'CDK5', 'MAP3K1']"
BIOCARTA,BIOCARTA_RAS_PATHWAY,"['MAPK3', 'RALA', 'PIK3CG', 'HRAS', 'RALGDS', 'PIK3R1', 'MAP2K1', 'RAF1', 'ELK1', 'CHUK', 'RHOA', 'CASP9', 'BAD', 'PLD1', 'RAC1', 'CDC42', 'RELA', 'AKT1', 'RALBP1', 'PIK3CA', 'FOXO4', 'NFKB1']"
BIOCARTA,BIOCARTA_NKCELLS_PATHWAY,"['MAPK3', 'PTPN6', 'IL18', 'VAV1', 'PIK3R1', 'MAP2K1', 'HLA-A', 'SYK', 'RAC1', 'PAK1', 'PTK2B', 'KLRC1', 'B2M', 'PIK3CA', 'KLRD1', 'KLRC2', 'LAT', 'ITGB1', 'KLRC3', 'KLRC4']"
BIOCARTA,BIOCARTA_RB_PATHWAY,"['CDC25C', 'CDK2', 'CHEK1', 'CDK4', 'CDC25B', 'YWHAH', 'WEE1', 'MYT1', 'ATM', 'RB1', 'TP53', 'CDC25A', 'CDK1']"
BIOCARTA,BIOCARTA_BAD_PATHWAY,"['IL3', 'MAPK3', 'KITLG', 'PIK3CG', 'PIK3R1', 'RPS6KA1', 'BCL2', 'PRKACG', 'IGF1', 'ADCY1', 'YWHAH', 'PRKAR1A', 'BAD', 'MAPK1', 'PRKAR2B', 'KIT', 'PRKACB', 'PRKAR1B', 'AKT1', 'PIK3CA', 'CSF2RB', 'BAX', 'PRKAR2A', 'IL3RA', 'IGF1R']"
BIOCARTA,BIOCARTA_CK1_PATHWAY,"['DRD1', 'GRM1', 'DRD2', 'PPP2CA', 'PRKACG', 'PRKAR1A', 'PPP1R1B', 'PLCB1', 'PRKAR2B', 'PPP3CA', 'PRKACB', 'CDK5R1', 'PRKAR1B', 'CSNK1D', 'PRKAR2A', 'CDK5']"
BIOCARTA,BIOCARTA_EIF2_PATHWAY,"['EIF2AK2', 'EIF2S1', 'EIF2B5', 'EIF2S2', 'EIF5', 'GSK3B', 'EIF2AK1', 'EIF2S3', 'EIF2AK3', 'EIF2AK4']"
BIOCARTA,BIOCARTA_EIF4_PATHWAY,"['MAPK3', 'GHR', 'EIF4A1', 'PIK3R1', 'EIF4G2', 'EIF4E', 'PDK2', 'MTOR', 'MKNK1', 'PABPC1', 'EIF4EBP1', 'MAPK1', 'EIF4G1', 'PDPK1', 'PRKCB', 'RPS6KB1', 'EIF4G3', 'IRS1', 'MAPK14', 'PTEN', 'EIF4A2', 'AKT1', 'PRKCA', 'PIK3CA']"
BIOCARTA,BIOCARTA_STEM_PATHWAY,"['CXCL8', 'IL3', 'IL9', 'CSF2', 'CSF3', 'IL5', 'EPO', 'IL4', 'CD8A', 'IL2', 'CSF1', 'IL11', 'IL7', 'CD4', 'IL6']"
BIOCARTA,BIOCARTA_P27_PATHWAY,"['CDK2', 'SKP2', 'TFDP1', 'CUL1', 'SKP1', 'CDKN1B', 'CCNE1', 'CKS1B', 'UBE2M', 'RB1', 'RBX1', 'NEDD8', 'E2F1']"
BIOCARTA,BIOCARTA_PGC1A_PATHWAY,"['PPARA', 'ESRRA', 'CAMK1G', 'YWHAH', 'CALM1', 'SLC2A4', 'CAMK1', 'PPP3CA', 'HDAC5', 'CALM2', 'PPP3CB', 'CALM3', 'PPARGC1A', 'CAMK4', 'PPP3CC']"
BIOCARTA,BIOCARTA_PML_PATHWAY,"['FASLG', 'HRAS', 'PAX3', 'SUMO1', 'TNF', 'FAS', 'TNFRSF1B', 'TNFRSF1A', 'DAXX', 'SP100', 'SIRT1', 'RB1', 'TP53', 'CREBBP', 'PRAM1', 'PML', 'RARA']"
BIOCARTA,BIOCARTA_DREAM_PATHWAY,"['MAPK3', 'OPRK1', 'PRKACG', 'CREM', 'PRKAR1A', 'PRKAR2B', 'KCNIP3', 'PRKACB', 'CREB1', 'PRKAR1B', 'PRKAR2A', 'JUN', 'FOS']"
BIOCARTA,BIOCARTA_LEPTIN_PATHWAY,"['PRKAA1', 'PRKAB2', 'ACACA', 'LEP', 'PRKAA2', 'CPT1A', 'PRKAG1', 'PRKAG3', 'PRKAG2', 'LEPR', 'PRKAB1']"
BIOCARTA,BIOCARTA_RHO_PATHWAY,"['ARHGEF5', 'MYL2', 'BAIAP2', 'OPHN1', 'ARHGAP1', 'RHOA', 'ROCK1', 'ARHGAP6', 'PPP1R12B', 'TLN1', 'PFN1', 'ARHGEF11', 'GSN', 'DIAPH1', 'PIP5K1B', 'ARHGAP5', 'ARHGEF1', 'VCL', 'LIMK1', 'PIP5K1A', 'ARHGAP4']"
BIOCARTA,BIOCARTA_AKAP13_PATHWAY,"['LPAR2', 'LPAR1', 'PRKACG', 'RHOA', 'PRKAR2B', 'AKAP13', 'PRKACB', 'GNA12', 'PRKAG1', 'PRKAR2A', 'LPAR3']"
BIOCARTA,BIOCARTA_ATRBRCA_PATHWAY,"['RAD17', 'CHEK1', 'BRCA2', 'RAD1', 'HUS1', 'MRE11', 'BRCA1', 'FANCD2', 'ATR', 'FANCA', 'CHEK2', 'FANCE', 'ATM', 'TP53', 'NBN', 'FANCC', 'FANCG', 'RAD51', 'FANCF', 'RAD50', 'RAD9A', 'TREX1']"
BIOCARTA,BIOCARTA_CARDIACEGF_PATHWAY,"['AGT', 'HRAS', 'EDNRB', 'EDNRA', 'MYC', 'RHOA', 'PLCG1', 'AGTR2', 'EGF', 'PRKCB', 'EGFR', 'RELA', 'EDN1', 'PRKCA', 'ADAM12', 'NFKB1', 'JUN', 'FOS']"
BIOCARTA,BIOCARTA_HER2_PATHWAY,"['MAPK3', 'PIK3CG', 'HRAS', 'ERBB3', 'PIK3R1', 'IL6R', 'MAP2K1', 'RAF1', 'ESR1', 'CARM1', 'ERBB4', 'MAPK1', 'SHC1', 'GRB2', 'ERBB2', 'STAT3', 'EGFR', 'GRIP1', 'EP300', 'IL6ST', 'PIK3CA', 'IL6', 'SOS1']"
BIOCARTA,BIOCARTA_ERK5_PATHWAY,"['MAPK3', 'PIK3CG', 'HRAS', 'PIK3R1', 'RPS6KA1', 'MAPK7', 'PLCG1', 'NTRK1', 'MAPK1', 'SHC1', 'GRB2', 'CREB1', 'AKT1', 'PIK3CA']"
BIOCARTA,BIOCARTA_MAL_PATHWAY,"['MAPK3', 'ACTA1', 'HRAS', 'MAL', 'MAPK8', 'MAP2K1', 'RAF1', 'RHOA', 'ROCK1', 'RAC1', 'MAPK1', 'MAP2K2', 'CDC42', 'SRF', 'DIAPH1', 'MAP4K2', 'LIMK1', 'MAP3K1', 'HNF1A']"
BIOCARTA,BIOCARTA_MEF2D_PATHWAY,"['HDAC2', 'HDAC1', 'CALM1', 'MEF2D', 'CAPN2', 'NFATC2', 'PPP3CA', 'PRKCB', 'CALM2', 'PPP3CB', 'CAPNS1', 'CALM3', 'CABIN1', 'EP300', 'PRKCA', 'NFATC1', 'CAPNS2', 'PPP3CC']"
BIOCARTA,BIOCARTA_MITOCHONDRIA_PATHWAY,"['CASP7', 'BIRC3', 'DFFB', 'CASP3', 'BCL2', 'DIABLO', 'CASP9', 'XIAP', 'AIFM1', 'BIK', 'DFFA', 'BAK1', 'APAF1', 'BID', 'CASP8', 'BAX', 'CASP6', 'BIRC2', 'ENDOG']"
BIOCARTA,BIOCARTA_ACH_PATHWAY,"['FASLG', 'PIK3CG', 'RAPSN', 'PIK3R1', 'FOXO3', 'YWHAH', 'CHRNG', 'CHRNB1', 'BAD', 'PTK2B', 'TERT', 'MUSK', 'AKT1', 'PIK3CA']"
BIOCARTA,BIOCARTA_PARKIN_PATHWAY,"['SNCA', 'SUMO1', 'SNCAIP', 'UBE2F', 'UBE2G2', 'SEPTIN5', 'GPR37', 'UBE2G1']"
BIOCARTA,BIOCARTA_CDC42RAC_PATHWAY,"['PDGFRA', 'PIK3R1', 'RHOA', 'RAC1', 'PAK1', 'CDC42', 'PIK3CA', 'WASL']"
BIOCARTA,BIOCARTA_BARR_MAPK_PATHWAY,"['MAPK3', 'GRK2', 'GNAS', 'MAP2K1', 'RAF1', 'KCNA3', 'ADCY1', 'KCNA2', 'KCNA1', 'PLCB1', 'MAPK1', 'MAP2K2', 'ARRB1', 'DNM1']"
BIOCARTA,BIOCARTA_TOB1_PATHWAY,"['IFNG', 'CD3G', 'CD3E', 'IL4', 'SMAD4', 'TGFBR2', 'IL2', 'TGFB2', 'CD247', 'IL2RA', 'CD28', 'TOB2', 'TGFBR3', 'TGFBR1', 'CD3D', 'TOB1', 'TGFB3', 'TGFB1', 'SMAD3']"
BIOCARTA,BIOCARTA_BARRESTIN_SRC_PATHWAY,"['MAPK3', 'FGR', 'HRAS', 'GRK2', 'GNAS', 'MAP2K1', 'RAF1', 'KCNA3', 'ADCY1', 'KCNA2', 'KCNA1', 'PLCB1', 'MAPK1', 'MAP2K2', 'ARRB1', 'DNM1', 'HCK']"
BIOCARTA,BIOCARTA_NKT_PATHWAY,"['IFNG', 'CSF2', 'IL5', 'IL4', 'CCL4', 'IL2', 'TGFB2', 'CCR4', 'CXCR3', 'CCR1', 'CCR7', 'CD28', 'CCR5', 'IL18R1', 'IL12RB2', 'CCR3', 'IL4R', 'CCL3', 'IFNGR1', 'IL12RB1', 'CD40LG', 'TGFB3', 'CXCR4', 'CD4', 'IFNGR2', 'TGFB1']"
BIOCARTA,BIOCARTA_IL1R_PATHWAY,"['IL1A', 'IFNA1', 'IL1RN', 'NFKBIA', 'MYD88', 'IFNB1', 'IL1B', 'TGFB2', 'MAPK8', 'CHUK', 'TNF', 'IRAK3', 'MAP3K14', 'TRAF6', 'IRAK2', 'MAP2K6', 'IL1RAP', 'MAPK14', 'RELA', 'TAB1', 'MAP2K3', 'IRAK1', 'TGFB3', 'MAP3K7', 'IKBKB', 'NFKB1', 'TGFB1', 'MAP3K1', 'IL6', 'JUN', 'IL1R1']"
BIOCARTA,BIOCARTA_MET_PATHWAY,"['MAPK3', 'ACTA1', 'CRKL', 'PIK3CG', 'HRAS', 'GAB1', 'MAP4K1', 'RAPGEF1', 'PIK3R1', 'MET', 'MAPK8', 'MAP2K1', 'RAF1', 'DOCK1', 'ELK1', 'RAP1A', 'RAP1B', 'HGF', 'MAPK1', 'PAK1', 'GRB2', 'CRK', 'STAT3', 'MAP2K2', 'PTK2B', 'PTEN', 'PTPN11', 'PIK3CA', 'ITGB1', 'RASA1', 'JUN', 'SOS1', 'FOS']"
BIOCARTA,BIOCARTA_GPCR_PATHWAY,"['MAPK3', 'HRAS', 'NFATC4', 'MAP2K1', 'PRKACG', 'RAF1', 'ELK1', 'ADCY1', 'PLCG1', 'GNAQ', 'PRKAR1A', 'CALM1', 'NFATC2', 'PRKAR2B', 'PPP3CA', 'NFATC3', 'RPS6KA3', 'PRKCB', 'CALM2', 'PRKACB', 'PPP3CB', 'CALM3', 'CREB1', 'PRKAR1B', 'PRKCA', 'NFATC1', 'PRKAR2A', 'JUN', 'FOS', 'PPP3CC']"
