Gene stable ID,Human gene stable ID,Human gene name
ENSMUSG00000070867,ENSG00000269113,TRABD2B
ENSMUSG00000031887,ENSG00000102871,TRADD
ENSMUSG00000026875,ENSG00000056558,TRAF1
ENSMUSG00000026942,ENSG00000127191,TRAF2
ENSMUSG00000021277,ENSG00000131323,TRAF3
ENSMUSG00000034292,ENSG00000204104,TRAF3IP1
ENSMUSG00000019842,ENSG00000056972,TRAF3IP2
ENSMUSG00000037318,ENSG00000009790,TRAF3IP3
ENSMUSG00000017386,ENSG00000076604,TRAF4
ENSMUSG00000026637,ENSG00000082512,TRAF5
ENSMUSG00000027164,ENSG00000175104,TRAF6
ENSMUSG00000052752,ENSG00000131653,TRAF7
ENSMUSG00000042726,ENSG00000135148,TRAFD1
ENSMUSG00000032586,ENSG00000183763,TRAIP
ENSMUSG00000032536,ENSG00000182606,TRAK1
ENSMUSG00000026028,ENSG00000115993,TRAK2
ENSMUSG00000025935,ENSG00000067167,TRAM1
ENSMUSG00000044528,ENSG00000174599,TRAM1L1
ENSMUSG00000041779,ENSG00000065308,TRAM2
ENSMUSG00000062296,ENSG00000168016,TRANK1
ENSMUSG00000005981,ENSG00000126602,TRAP1
ENSMUSG00000049299,ENSG00000170043,TRAPPC1
ENSMUSG00000000374,ENSG00000160218,TRAPPC10
ENSMUSG00000038102,ENSG00000168538,TRAPPC11
ENSMUSG00000020628,ENSG00000171853,TRAPPC12
ENSMUSG00000021711,ENSG00000113597,TRAPPC13
ENSMUSG00000036948,ENSG00000146826,TRAPPC14
ENSMUSG00000007777,ENSG00000196459,TRAPPC2
ENSMUSG00000007777,ENSG00000256060,TRAPPC2B
ENSMUSG00000015013,ENSG00000167515,TRAPPC2L
ENSMUSG00000028847,ENSG00000054116,TRAPPC3
ENSMUSG00000071340,ENSG00000173626,TRAPPC3L
ENSMUSG00000032112,ENSG00000196655,TRAPPC4
ENSMUSG00000040236,ENSG00000181029,TRAPPC5
ENSMUSG00000002043,ENSG00000007255,TRAPPC6A
ENSMUSG00000020993,ENSG00000182400,TRAPPC6B
ENSMUSG00000033382,ENSG00000153339,TRAPPC8
ENSMUSG00000047921,ENSG00000167632,TRAPPC9
ENSMUSG00000046275,ENSG00000184811,TRARG1
ENSMUSG00000030775,ENSG00000163519,TRAT1
ENSMUSG00000076758,ENSG00000255569,TRAV1-1
ENSMUSG00000076758,ENSG00000256553,TRAV1-2
ENSMUSG00000095088,ENSG00000211784,TRAV10
ENSMUSG00000096615,ENSG00000211784,TRAV10
ENSMUSG00000104620,ENSG00000211785,TRAV12-1
ENSMUSG00000105533,ENSG00000211785,TRAV12-1
ENSMUSG00000096746,ENSG00000211785,TRAV12-1
ENSMUSG00000094023,ENSG00000211785,TRAV12-1
ENSMUSG00000105393,ENSG00000211785,TRAV12-1
ENSMUSG00000105721,ENSG00000211785,TRAV12-1
ENSMUSG00000095736,ENSG00000211785,TRAV12-1
ENSMUSG00000105629,ENSG00000211785,TRAV12-1
ENSMUSG00000105080,ENSG00000211785,TRAV12-1
ENSMUSG00000096417,ENSG00000211785,TRAV12-1
ENSMUSG00000096908,ENSG00000211785,TRAV12-1
ENSMUSG00000094766,ENSG00000211785,TRAV12-1
ENSMUSG00000106620,ENSG00000211785,TRAV12-1
ENSMUSG00000096138,ENSG00000211785,TRAV12-1
ENSMUSG00000104620,ENSG00000211789,TRAV12-2
ENSMUSG00000105533,ENSG00000211789,TRAV12-2
ENSMUSG00000096746,ENSG00000211789,TRAV12-2
ENSMUSG00000094023,ENSG00000211789,TRAV12-2
ENSMUSG00000105393,ENSG00000211789,TRAV12-2
ENSMUSG00000105721,ENSG00000211789,TRAV12-2
ENSMUSG00000095736,ENSG00000211789,TRAV12-2
ENSMUSG00000105629,ENSG00000211789,TRAV12-2
ENSMUSG00000105080,ENSG00000211789,TRAV12-2
ENSMUSG00000096417,ENSG00000211789,TRAV12-2
ENSMUSG00000096908,ENSG00000211789,TRAV12-2
ENSMUSG00000094766,ENSG00000211789,TRAV12-2
ENSMUSG00000106620,ENSG00000211789,TRAV12-2
ENSMUSG00000096138,ENSG00000211789,TRAV12-2
ENSMUSG00000104620,ENSG00000211794,TRAV12-3
ENSMUSG00000105533,ENSG00000211794,TRAV12-3
ENSMUSG00000096746,ENSG00000211794,TRAV12-3
ENSMUSG00000094023,ENSG00000211794,TRAV12-3
ENSMUSG00000105393,ENSG00000211794,TRAV12-3
ENSMUSG00000105721,ENSG00000211794,TRAV12-3
ENSMUSG00000095736,ENSG00000211794,TRAV12-3
ENSMUSG00000105629,ENSG00000211794,TRAV12-3
ENSMUSG00000105080,ENSG00000211794,TRAV12-3
ENSMUSG00000096417,ENSG00000211794,TRAV12-3
ENSMUSG00000096908,ENSG00000211794,TRAV12-3
ENSMUSG00000094766,ENSG00000211794,TRAV12-3
ENSMUSG00000106620,ENSG00000211794,TRAV12-3
ENSMUSG00000096138,ENSG00000211794,TRAV12-3
ENSMUSG00000076761,ENSG00000211788,TRAV13-1
ENSMUSG00000094792,ENSG00000211788,TRAV13-1
ENSMUSG00000096106,ENSG00000211788,TRAV13-1
ENSMUSG00000095646,ENSG00000211788,TRAV13-1
ENSMUSG00000096168,ENSG00000211788,TRAV13-1
ENSMUSG00000096551,ENSG00000211788,TRAV13-1
ENSMUSG00000095607,ENSG00000211788,TRAV13-1
ENSMUSG00000076761,ENSG00000211791,TRAV13-2
ENSMUSG00000094792,ENSG00000211791,TRAV13-2
ENSMUSG00000096106,ENSG00000211791,TRAV13-2
ENSMUSG00000095646,ENSG00000211791,TRAV13-2
ENSMUSG00000096168,ENSG00000211791,TRAV13-2
ENSMUSG00000096551,ENSG00000211791,TRAV13-2
ENSMUSG00000095607,ENSG00000211791,TRAV13-2
ENSMUSG00000076770,ENSG00000211797,TRAV17
ENSMUSG00000076821,ENSG00000211797,TRAV17
ENSMUSG00000076831,ENSG00000211797,TRAV17
ENSMUSG00000076795,ENSG00000211797,TRAV17
ENSMUSG00000094607,ENSG00000211798,TRAV18
ENSMUSG00000093915,ENSG00000211798,TRAV18
ENSMUSG00000096656,ENSG00000211798,TRAV18
ENSMUSG00000095958,ENSG00000211798,TRAV18
ENSMUSG00000095689,ENSG00000211798,TRAV18
ENSMUSG00000096129,ENSG00000211798,TRAV18
ENSMUSG00000096055,ENSG00000211798,TRAV18
ENSMUSG00000096531,ENSG00000211798,TRAV18
ENSMUSG00000096825,ENSG00000211798,TRAV18
ENSMUSG00000076796,ENSG00000211799,TRAV19
ENSMUSG00000076822,ENSG00000211799,TRAV19
ENSMUSG00000076855,ENSG00000211799,TRAV19
ENSMUSG00000076778,ENSG00000211802,TRAV22
ENSMUSG00000094758,ENSG00000211802,TRAV22
ENSMUSG00000095643,ENSG00000211802,TRAV22
ENSMUSG00000096329,ENSG00000211802,TRAV22
ENSMUSG00000104629,ENSG00000211802,TRAV22
ENSMUSG00000094779,ENSG00000211802,TRAV22
ENSMUSG00000096038,ENSG00000211802,TRAV22
ENSMUSG00000076823,ENSG00000211802,TRAV22
ENSMUSG00000076839,ENSG00000211802,TRAV22
ENSMUSG00000076846,ENSG00000211802,TRAV22
ENSMUSG00000094562,ENSG00000211802,TRAV22
ENSMUSG00000087666,ENSG00000211802,TRAV22
ENSMUSG00000076861,ENSG00000211809,TRAV27
ENSMUSG00000076862,ENSG00000211810,TRAV29DV5
ENSMUSG00000076864,ENSG00000211813,TRAV34
ENSMUSG00000076866,ENSG00000211816,TRAV38-1
ENSMUSG00000076866,ENSG00000211817,TRAV38-2DV8
ENSMUSG00000106289,ENSG00000211818,TRAV39
ENSMUSG00000076759,ENSG00000211778,TRAV4
ENSMUSG00000076760,ENSG00000211779,TRAV5
ENSMUSG00000093953,ENSG00000211779,TRAV5
ENSMUSG00000094877,ENSG00000211779,TRAV5
ENSMUSG00000094828,ENSG00000211779,TRAV5
ENSMUSG00000076858,ENSG00000211779,TRAV5
ENSMUSG00000096397,ENSG00000211782,TRAV8-1
ENSMUSG00000096397,ENSG00000211787,TRAV8-3
ENSMUSG00000095426,ENSG00000211783,TRAV9-1
ENSMUSG00000076800,ENSG00000211783,TRAV9-1
ENSMUSG00000096149,ENSG00000211783,TRAV9-1
ENSMUSG00000076762,ENSG00000211793,TRAV9-2
ENSMUSG00000096600,ENSG00000211793,TRAV9-2
ENSMUSG00000094176,ENSG00000211793,TRAV9-2
ENSMUSG00000095756,ENSG00000211793,TRAV9-2
ENSMUSG00000076802,ENSG00000211793,TRAV9-2
ENSMUSG00000095370,ENSG00000211793,TRAV9-2
ENSMUSG00000094220,ENSG00000211793,TRAV9-2
ENSMUSG00000095862,ENSG00000211793,TRAV9-2
ENSMUSG00000095126,ENSG00000211793,TRAV9-2
ENSMUSG00000076764,ENSG00000211793,TRAV9-2
ENSMUSG00000095387,ENSG00000211793,TRAV9-2
ENSMUSG00000094468,ENSG00000211793,TRAV9-2
ENSMUSG00000076490,ENSG00000211751,TRBC1
ENSMUSG00000076498,ENSG00000211751,TRBC1
ENSMUSG00000076490,ENSG00000211772,TRBC2
ENSMUSG00000076498,ENSG00000211772,TRBC2
ENSMUSG00000076467,ENSG00000211717,TRBV10-1
ENSMUSG00000076469,ENSG00000211717,TRBV10-1
ENSMUSG00000076470,ENSG00000211717,TRBV10-1
ENSMUSG00000076467,ENSG00000229769,TRBV10-2
ENSMUSG00000076469,ENSG00000229769,TRBV10-2
ENSMUSG00000076470,ENSG00000229769,TRBV10-2
ENSMUSG00000076467,ENSG00000275791,TRBV10-3
ENSMUSG00000076469,ENSG00000275791,TRBV10-3
ENSMUSG00000076470,ENSG00000275791,TRBV10-3
ENSMUSG00000076471,ENSG00000211720,TRBV11-1
ENSMUSG00000076471,ENSG00000276597,TRBV11-3
ENSMUSG00000076472,ENSG00000274752,TRBV12-3
ENSMUSG00000076472,ENSG00000276953,TRBV12-4
ENSMUSG00000095574,ENSG00000276405,TRBV13
ENSMUSG00000094525,ENSG00000276405,TRBV13
ENSMUSG00000076474,ENSG00000276819,TRBV15
ENSMUSG00000076475,ENSG00000211746,TRBV19
ENSMUSG00000076463,ENSG00000226660,TRBV2
ENSMUSG00000076476,ENSG00000211747,TRBV20-1
ENSMUSG00000076476,ENSG00000205274,TRBV20OR9-2
ENSMUSG00000076478,ENSG00000211749,TRBV23-1
ENSMUSG00000076479,ENSG00000211749,TRBV23-1
ENSMUSG00000076480,ENSG00000211753,TRBV28
ENSMUSG00000076481,ENSG00000232869,TRBV29-1
ENSMUSG00000107486,ENSG00000237702,TRBV3-1
ENSMUSG00000076499,ENSG00000237254,TRBV30
ENSMUSG00000076465,ENSG00000211710,TRBV4-1
ENSMUSG00000076465,ENSG00000211745,TRBV4-2
ENSMUSG00000104876,ENSG00000211829,TRDC
ENSMUSG00000026723,ENSG00000107614,TRDMT1
ENSMUSG00000019787,ENSG00000186439,TRDN
ENSMUSG00000105953,ENSG00000211804,TRDV1
ENSMUSG00000104915,ENSG00000211804,TRDV1
ENSMUSG00000076848,ENSG00000211804,TRDV1
ENSMUSG00000096653,ENSG00000211804,TRDV1
ENSMUSG00000094413,ENSG00000211804,TRDV1
ENSMUSG00000094016,ENSG00000211804,TRDV1
ENSMUSG00000076873,ENSG00000256590,TRDV3
ENSMUSG00000032098,ENSG00000118094,TREH
ENSMUSG00000042265,ENSG00000124731,TREM1
ENSMUSG00000023992,ENSG00000095970,TREM2
ENSMUSG00000023993,ENSG00000161911,TREML1
ENSMUSG00000071068,ENSG00000112195,TREML2
ENSMUSG00000051682,ENSG00000188056,TREML4
ENSMUSG00000064043,ENSG00000124496,TRERF1
ENSMUSG00000049734,ENSG00000213689,TREX1
ENSMUSG00000031372,ENSG00000183479,TREX2
ENSMUSG00000076746,ENSG00000227191,TRGC2
ENSMUSG00000076744,ENSG00000211701,TRGV1
ENSMUSG00000076745,ENSG00000211693,TRGV11
ENSMUSG00000076749,ENSG00000211693,TRGV11
ENSMUSG00000076754,ENSG00000211693,TRGV11
ENSMUSG00000076755,ENSG00000211693,TRGV11
ENSMUSG00000076750,ENSG00000211693,TRGV11
ENSMUSG00000091682,ENSG00000211693,TRGV11
ENSMUSG00000076744,ENSG00000233306,TRGV2
ENSMUSG00000076744,ENSG00000211699,TRGV3
ENSMUSG00000076744,ENSG00000211698,TRGV4
ENSMUSG00000076744,ENSG00000211697,TRGV5
ENSMUSG00000076744,ENSG00000211696,TRGV8
ENSMUSG00000076746,ENSG00000211695,TRGV9
ENSMUSG00000005892,ENSG00000170893,TRH
ENSMUSG00000050663,ENSG00000072657,TRHDE
ENSMUSG00000038760,ENSG00000174417,TRHR
ENSMUSG00000029535,ENSG00000170855,TRIAP1
ENSMUSG00000032501,ENSG00000173334,TRIB1
ENSMUSG00000020601,ENSG00000071575,TRIB2
ENSMUSG00000032715,ENSG00000101255,TRIB3
ENSMUSG00000043496,ENSG00000255690,TRIL
ENSMUSG00000073400,ENSG00000204613,TRIM10
ENSMUSG00000020455,ENSG00000154370,TRIM11
ENSMUSG00000035235,ENSG00000204977,TRIM13
ENSMUSG00000039853,ENSG00000106785,TRIM14
ENSMUSG00000050747,ENSG00000204610,TRIM15
ENSMUSG00000047821,ENSG00000221926,TRIM16
ENSMUSG00000036964,ENSG00000162931,TRIM17
ENSMUSG00000027993,ENSG00000109654,TRIM2
ENSMUSG00000030966,ENSG00000132109,TRIM21
ENSMUSG00000071089,ENSG00000132274,TRIM22
ENSMUSG00000021712,ENSG00000113595,TRIM23
ENSMUSG00000029833,ENSG00000122779,TRIM24
ENSMUSG00000000275,ENSG00000121060,TRIM25
ENSMUSG00000024457,ENSG00000234127,TRIM26
ENSMUSG00000021326,ENSG00000204713,TRIM27
ENSMUSG00000005566,ENSG00000130726,TRIM28
ENSMUSG00000032013,ENSG00000137699,TRIM29
ENSMUSG00000036989,ENSG00000110171,TRIM3
ENSMUSG00000058063,ENSG00000204616,TRIM31
ENSMUSG00000051675,ENSG00000119401,TRIM32
ENSMUSG00000033014,ENSG00000197323,TRIM33
ENSMUSG00000056144,ENSG00000258659,TRIM34
ENSMUSG00000090215,ENSG00000258659,TRIM34
ENSMUSG00000022043,ENSG00000104228,TRIM35
ENSMUSG00000033949,ENSG00000152503,TRIM36
ENSMUSG00000018548,ENSG00000108395,TRIM37
ENSMUSG00000064140,ENSG00000112343,TRIM38
ENSMUSG00000045409,ENSG00000204599,TRIM39
ENSMUSG00000073399,ENSG00000204614,TRIM40
ENSMUSG00000040365,ENSG00000146063,TRIM41
ENSMUSG00000032451,ENSG00000155890,TRIM42
ENSMUSG00000067399,ENSG00000144015,TRIM43
ENSMUSG00000079162,ENSG00000144015,TRIM43
ENSMUSG00000090693,ENSG00000144015,TRIM43
ENSMUSG00000067399,ENSG00000144010,TRIM43B
ENSMUSG00000079162,ENSG00000144010,TRIM43B
ENSMUSG00000090693,ENSG00000144010,TRIM43B
ENSMUSG00000027189,ENSG00000166326,TRIM44
ENSMUSG00000033233,ENSG00000134253,TRIM45
ENSMUSG00000042766,ENSG00000163462,TRIM46
ENSMUSG00000020773,ENSG00000132481,TRIM47
ENSMUSG00000066258,ENSG00000132256,TRIM5
ENSMUSG00000057143,ENSG00000132256,TRIM5
ENSMUSG00000078616,ENSG00000132256,TRIM5
ENSMUSG00000030921,ENSG00000132256,TRIM5
ENSMUSG00000057596,ENSG00000132256,TRIM5
ENSMUSG00000052749,ENSG00000132256,TRIM5
ENSMUSG00000060441,ENSG00000132256,TRIM5
ENSMUSG00000053388,ENSG00000146755,TRIM50
ENSMUSG00000022113,ENSG00000183718,TRIM52
ENSMUSG00000062077,ENSG00000138100,TRIM54
ENSMUSG00000060913,ENSG00000147573,TRIM55
ENSMUSG00000043279,ENSG00000169871,TRIM56
ENSMUSG00000037124,ENSG00000162722,TRIM58
ENSMUSG00000034317,ENSG00000213186,TRIM59
ENSMUSG00000072244,ENSG00000121236,TRIM6
ENSMUSG00000053490,ENSG00000176979,TRIM60
ENSMUSG00000109718,ENSG00000183439,TRIM61
ENSMUSG00000041000,ENSG00000116525,TRIM62
ENSMUSG00000028834,ENSG00000158022,TRIM63
ENSMUSG00000054517,ENSG00000141569,TRIM65
ENSMUSG00000031026,ENSG00000166436,TRIM66
ENSMUSG00000036913,ENSG00000119283,TRIM67
ENSMUSG00000073968,ENSG00000167333,TRIM68
ENSMUSG00000033368,ENSG00000185880,TRIM69
ENSMUSG00000040350,ENSG00000146054,TRIM7
ENSMUSG00000079259,ENSG00000206557,TRIM71
ENSMUSG00000042828,ENSG00000177238,TRIM72
ENSMUSG00000025034,ENSG00000171206,TRIM8
ENSMUSG00000021071,ENSG00000100505,TRIM9
ENSMUSG00000031651,ENSG00000184108,TRIML1
ENSMUSG00000091490,ENSG00000179046,TRIML2
ENSMUSG00000022263,ENSG00000038382,TRIO
ENSMUSG00000033088,ENSG00000100106,TRIOBP
ENSMUSG00000019487,ENSG00000125733,TRIP10
ENSMUSG00000021188,ENSG00000100815,TRIP11
ENSMUSG00000026219,ENSG00000153827,TRIP12
ENSMUSG00000021569,ENSG00000071539,TRIP13
ENSMUSG00000032386,ENSG00000103671,TRIP4
ENSMUSG00000023348,ENSG00000087077,TRIP6
ENSMUSG00000055963,ENSG00000205133,TRIQK
ENSMUSG00000041203,ENSG00000123144,TRIR
ENSMUSG00000028653,ENSG00000043514,TRIT1
ENSMUSG00000028331,ENSG00000136932,TRMO
ENSMUSG00000001909,ENSG00000104907,TRMT1
ENSMUSG00000004127,ENSG00000145331,TRMT10A
ENSMUSG00000035601,ENSG00000165275,TRMT10B
ENSMUSG00000044763,ENSG00000174173,TRMT10C
ENSMUSG00000019792,ENSG00000066651,TRMT11
ENSMUSG00000038812,ENSG00000173113,TRMT112
ENSMUSG00000037085,ENSG00000183665,TRMT12
ENSMUSG00000033439,ENSG00000122435,TRMT13
ENSMUSG00000053286,ENSG00000121486,TRMT1L
ENSMUSG00000022721,ENSG00000099899,TRMT2A
ENSMUSG00000067369,ENSG00000188917,TRMT2B
ENSMUSG00000029097,ENSG00000155275,TRMT44
ENSMUSG00000034442,ENSG00000126814,TRMT5
ENSMUSG00000037376,ENSG00000089195,TRMT6
ENSMUSG00000060950,ENSG00000166166,TRMT61A
ENSMUSG00000039620,ENSG00000250305,TRMT9B
ENSMUSG00000022386,ENSG00000100416,TRMU
ENSMUSG00000028898,ENSG00000180098,TRNAU1AP
ENSMUSG00000056596,ENSG00000253368,TRNP1
ENSMUSG00000013736,ENSG00000072756,TRNT1
ENSMUSG00000025272,ENSG00000067445,TRO
ENSMUSG00000032783,ENSG00000135451,TROAP
ENSMUSG00000032769,ENSG00000104321,TRPA1
ENSMUSG00000032839,ENSG00000144935,TRPC1
ENSMUSG00000027716,ENSG00000138741,TRPC3
ENSMUSG00000027748,ENSG00000133107,TRPC4
ENSMUSG00000038324,ENSG00000100991,TRPC4AP
ENSMUSG00000041710,ENSG00000072315,TRPC5
ENSMUSG00000072934,ENSG00000204025,TRPC5OS
ENSMUSG00000031997,ENSG00000137672,TRPC6
ENSMUSG00000021541,ENSG00000069018,TRPC7
ENSMUSG00000030523,ENSG00000134160,TRPM1
ENSMUSG00000009292,ENSG00000142185,TRPM2
ENSMUSG00000052387,ENSG00000083067,TRPM3
ENSMUSG00000038260,ENSG00000130529,TRPM4
ENSMUSG00000009246,ENSG00000070985,TRPM5
ENSMUSG00000024727,ENSG00000119121,TRPM6
ENSMUSG00000027365,ENSG00000092439,TRPM7
ENSMUSG00000036251,ENSG00000144481,TRPM8
ENSMUSG00000038679,ENSG00000104447,TRPS1
ENSMUSG00000047656,ENSG00000149743,TRPT1
ENSMUSG00000005952,ENSG00000196689,TRPV1
ENSMUSG00000018507,ENSG00000187688,TRPV2
ENSMUSG00000043029,ENSG00000167723,TRPV3
ENSMUSG00000014158,ENSG00000111199,TRPV4
ENSMUSG00000036899,ENSG00000127412,TRPV5
ENSMUSG00000029868,ENSG00000165125,TRPV6
ENSMUSG00000045482,ENSG00000196367,TRRAP
ENSMUSG00000025086,ENSG00000165832,TRUB1
ENSMUSG00000039826,ENSG00000167112,TRUB2
ENSMUSG00000010538,ENSG00000163467,TSACC
ENSMUSG00000057246,ENSG00000204296,TSBP1
ENSMUSG00000026812,ENSG00000165699,TSC1
ENSMUSG00000002496,ENSG00000103197,TSC2
ENSMUSG00000022010,ENSG00000102804,TSC22D1
ENSMUSG00000027806,ENSG00000196428,TSC22D2
ENSMUSG00000031431,ENSG00000157514,TSC22D3
ENSMUSG00000029723,ENSG00000166925,TSC22D4
ENSMUSG00000014980,ENSG00000198860,TSEN15
ENSMUSG00000042389,ENSG00000154743,TSEN2
ENSMUSG00000035585,ENSG00000170892,TSEN34
ENSMUSG00000020781,ENSG00000182173,TSEN54
ENSMUSG00000040521,ENSG00000123297,TSFM
ENSMUSG00000014402,ENSG00000074319,TSG101
ENSMUSG00000060771,ENSG00000135951,TSGA10
ENSMUSG00000039330,ENSG00000175513,TSGA10IP
ENSMUSG00000039032,ENSG00000213265,TSGA13
ENSMUSG00000027857,ENSG00000134200,TSHB
ENSMUSG00000020963,ENSG00000165409,TSHR
ENSMUSG00000046982,ENSG00000179981,TSHZ1
ENSMUSG00000047907,ENSG00000182463,TSHZ2
ENSMUSG00000021217,ENSG00000121297,TSHZ3
ENSMUSG00000059891,ENSG00000126467,TSKS
ENSMUSG00000049580,ENSG00000182704,TSKU
ENSMUSG00000024379,ENSG00000145777,TSLP
ENSMUSG00000026374,ENSG00000211460,TSN
ENSMUSG00000056820,ENSG00000116918,TSNAX
ENSMUSG00000031893,ENSG00000102904,TSNAXIP1
ENSMUSG00000028699,ENSG00000117472,TSPAN1
ENSMUSG00000039691,ENSG00000182612,TSPAN10
ENSMUSG00000030351,ENSG00000110900,TSPAN11
ENSMUSG00000029669,ENSG00000106025,TSPAN12
ENSMUSG00000020577,ENSG00000106537,TSPAN13
ENSMUSG00000037824,ENSG00000108219,TSPAN14
ENSMUSG00000037031,ENSG00000099282,TSPAN15
ENSMUSG00000025875,ENSG00000048140,TSPAN17
ENSMUSG00000027217,ENSG00000157570,TSPAN18
ENSMUSG00000027858,ENSG00000134198,TSPAN2
ENSMUSG00000032324,ENSG00000140391,TSPAN3
ENSMUSG00000006736,ENSG00000135452,TSPAN31
ENSMUSG00000000244,ENSG00000064201,TSPAN32
ENSMUSG00000001763,ENSG00000158457,TSPAN33
ENSMUSG00000025511,ENSG00000214063,TSPAN4
ENSMUSG00000028152,ENSG00000168785,TSPAN5
ENSMUSG00000067377,ENSG00000000003,TSPAN6
ENSMUSG00000058254,ENSG00000156298,TSPAN7
ENSMUSG00000034127,ENSG00000127324,TSPAN8
ENSMUSG00000030352,ENSG00000011105,TSPAN9
ENSMUSG00000069581,ENSG00000175894,TSPEAR
ENSMUSG00000041736,ENSG00000100300,TSPO
ENSMUSG00000023995,ENSG00000112212,TSPO2
ENSMUSG00000034156,ENSG00000005379,TSPOAP1
ENSMUSG00000047514,ENSG00000189241,TSPYL1
ENSMUSG00000041096,ENSG00000184205,TSPYL2
ENSMUSG00000039485,ENSG00000187189,TSPYL4
ENSMUSG00000038984,ENSG00000180543,TSPYL5
ENSMUSG00000038335,ENSG00000167721,TSR1
ENSMUSG00000025264,ENSG00000158526,TSR2
ENSMUSG00000015126,ENSG00000007520,TSR3
ENSMUSG00000045752,ENSG00000184281,TSSC4
ENSMUSG00000041566,ENSG00000212122,TSSK1B
ENSMUSG00000045521,ENSG00000206203,TSSK2
ENSMUSG00000000411,ENSG00000162526,TSSK3
ENSMUSG00000007591,ENSG00000139908,TSSK4
ENSMUSG00000047654,ENSG00000178093,TSSK6
ENSMUSG00000044986,ENSG00000128311,TST
ENSMUSG00000103711,ENSG00000215845,TSTD1
ENSMUSG00000035495,ENSG00000136925,TSTD2
ENSMUSG00000015599,ENSG00000146216,TTBK1
ENSMUSG00000090100,ENSG00000128881,TTBK2
ENSMUSG00000041278,ENSG00000113312,TTC1
ENSMUSG00000040219,ENSG00000149292,TTC12
ENSMUSG00000037300,ENSG00000143643,TTC13
ENSMUSG00000027677,ENSG00000163728,TTC14
ENSMUSG00000039021,ENSG00000167094,TTC16
ENSMUSG00000027194,ENSG00000052841,TTC17
ENSMUSG00000042298,ENSG00000011295,TTC19
ENSMUSG00000032514,ENSG00000168026,TTC21A
ENSMUSG00000034848,ENSG00000123607,TTC21B
ENSMUSG00000034919,ENSG00000006555,TTC22
ENSMUSG00000030555,ENSG00000103852,TTC23
ENSMUSG00000022249,ENSG00000205838,TTC23L
ENSMUSG00000024078,ENSG00000018699,TTC27
ENSMUSG00000033209,ENSG00000100154,TTC28
ENSMUSG00000037101,ENSG00000137473,TTC29
ENSMUSG00000040785,ENSG00000182670,TTC3
ENSMUSG00000066637,ENSG00000183891,TTC32
ENSMUSG00000022151,ENSG00000113638,TTC33
ENSMUSG00000046637,ENSG00000215912,TTC34
ENSMUSG00000039438,ENSG00000172425,TTC36
ENSMUSG00000035944,ENSG00000075234,TTC38
ENSMUSG00000028555,ENSG00000085831,TTC39A
ENSMUSG00000038172,ENSG00000155158,TTC39B
ENSMUSG00000024424,ENSG00000168234,TTC39C
ENSMUSG00000025413,ENSG00000243725,TTC4
ENSMUSG00000006288,ENSG00000136319,TTC5
ENSMUSG00000046782,ENSG00000139865,TTC6
ENSMUSG00000036918,ENSG00000068724,TTC7A
ENSMUSG00000033530,ENSG00000165914,TTC7B
ENSMUSG00000021013,ENSG00000165533,TTC8
ENSMUSG00000042734,ENSG00000133985,TTC9
ENSMUSG00000007944,ENSG00000174521,TTC9B
ENSMUSG00000071660,ENSG00000162222,TTC9C
ENSMUSG00000026803,ENSG00000125482,TTF1
ENSMUSG00000033222,ENSG00000116830,TTF2
ENSMUSG00000027650,ENSG00000101407,TTI1
ENSMUSG00000031577,ENSG00000129696,TTI2
ENSMUSG00000038379,ENSG00000112742,TTK
ENSMUSG00000027394,ENSG00000114999,TTL
ENSMUSG00000022442,ENSG00000100271,TTLL1
ENSMUSG00000029074,ENSG00000162571,TTLL10
ENSMUSG00000026885,ENSG00000175764,TTLL11
ENSMUSG00000016757,ENSG00000100304,TTLL12
ENSMUSG00000045467,ENSG00000213471,TTLL13
ENSMUSG00000079722,ENSG00000120440,TTLL2
ENSMUSG00000030276,ENSG00000214021,TTLL3
ENSMUSG00000033257,ENSG00000135912,TTLL4
ENSMUSG00000038756,ENSG00000170703,TTLL6
ENSMUSG00000036745,ENSG00000137941,TTLL7
ENSMUSG00000022388,ENSG00000138892,TTLL8
ENSMUSG00000074673,ENSG00000131044,TTLL9
ENSMUSG00000051747,ENSG00000155657,TTN
ENSMUSG00000073988,ENSG00000137561,TTPA
ENSMUSG00000017679,ENSG00000124120,TTPAL
ENSMUSG00000061808,ENSG00000118271,TTR
ENSMUSG00000030428,ENSG00000167614,TTYH1
ENSMUSG00000034714,ENSG00000141540,TTYH2
ENSMUSG00000036565,ENSG00000136295,TTYH3
ENSMUSG00000031028,ENSG00000166402,TUB
ENSMUSG00000072235,ENSG00000167552,TUBA1A
ENSMUSG00000023004,ENSG00000123416,TUBA1B
ENSMUSG00000043091,ENSG00000167553,TUBA1C
ENSMUSG00000067338,ENSG00000198033,TUBA3C
ENSMUSG00000067338,ENSG00000075886,TUBA3D
ENSMUSG00000026202,ENSG00000127824,TUBA4A
ENSMUSG00000030137,ENSG00000183785,TUBA8
ENSMUSG00000021216,ENSG00000178462,TUBAL3
ENSMUSG00000001525,ENSG00000196230,TUBB
ENSMUSG00000016255,ENSG00000101162,TUBB1
ENSMUSG00000058672,ENSG00000137267,TUBB2A
ENSMUSG00000045136,ENSG00000137285,TUBB2B
ENSMUSG00000062380,ENSG00000258947,TUBB3
ENSMUSG00000062591,ENSG00000104833,TUBB4A
ENSMUSG00000036752,ENSG00000188229,TUBB4B
